TransactionAmount,BankName,BIN,Location,DeviceID,Timestamp,IsFraud
61.3,Citibank,430000,West Lisaville,device_38,2025-02-28 00:41:45,0
78.88,Bank of America,420000,Phillipsburgh,device_22,2025-03-19 04:39:51,0
283.81,Capital One,430000,Sarahchester,device_89,2025-03-06 05:26:02,0
48.79,Bank of America,430000,South Benjaminland,device_14,2025-01-27 13:44:45,0
324.91,Capital One,430000,Victoriafurt,device_68,2025-05-07 05:16:30,0
235.76,Wells Fargo,420000,Port Susantown,device_29,2025-05-02 05:30:37,0
21.79,Chase,400000,Port Mark,device_66,2025-02-04 12:57:24,0
7.19,Capital One,440000,Shannontown,device_25,2025-03-17 15:07:47,0
10.62,Wells Fargo,420000,Robinton,device_94,2025-04-04 01:45:08,0
1.84,Chase,410000,West Michaelhaven,device_14,2025-05-06 17:02:45,0
9.92,Chase,410000,Port Kylefort,device_78,2025-03-10 08:23:41,0
114.89,Bank of America,410000,North Richard,device_99,2025-04-28 13:51:28,0
7.38,Citibank,440000,Port Hannah,device_98,2025-04-25 17:44:33,0
38.42,Capital One,440000,New Juliechester,device_42,2025-03-13 00:48:01,0
186.35,Wells Fargo,410000,Jessicastad,device_57,2025-03-25 22:49:07,0
2.35,Citibank,420000,Lake Aliciaport,device_36,2025-04-30 00:13:11,0
168.45,Wells Fargo,440000,Williemouth,device_10,2025-03-04 23:06:16,0
33.11,Citibank,400000,Joannafurt,device_8,2025-03-28 03:12:23,0
12.58,Wells Fargo,400000,Port Katherine,device_83,2025-01-26 05:46:57,0
119.32,Bank of America,440000,South Dawnbury,device_77,2025-01-18 03:06:20,0
99.14,Citibank,440000,Lauraside,device_71,2025-03-10 20:26:54,0
209.94,Bank of America,430000,Thomasfort,device_74,2025-04-28 19:54:38,0
132.83,Wells Fargo,440000,Port Chad,device_61,2025-01-29 11:05:39,0
162.7,Bank of America,430000,Ellisside,device_14,2025-01-26 21:44:42,0
33.13,Wells Fargo,400000,Lake Angelica,device_65,2025-05-04 20:03:23,0
19.53,Bank of America,410000,Bonillamouth,device_91,2025-04-12 03:34:19,0
138.88,Citibank,440000,New Aaron,device_67,2025-05-17 19:14:51,0
164.42,Wells Fargo,420000,Port Susan,device_37,2025-04-02 13:12:55,0
465.7,Wells Fargo,440000,Moorehaven,device_7,2025-05-17 22:54:44,0
53.21,Wells Fargo,400000,New Matthew,device_43,2025-04-20 13:22:28,0
46.52,Citibank,420000,West Michael,device_33,2025-02-16 15:14:05,0
149.8,Capital One,410000,Lake Ericaburgh,device_43,2025-04-23 20:20:08,0
41.67,Chase,420000,Lake Jamesborough,device_40,2025-03-05 10:10:21,0
267.01,Citibank,410000,South Katherinechester,device_77,2025-02-08 05:42:37,0
195.48,Bank of America,420000,West Patrick,device_72,2025-04-06 15:30:39,0
56.04,Wells Fargo,410000,West Christopher,device_86,2025-05-23 18:46:58,0
138.98,Capital One,400000,Port Pam,device_83,2025-01-22 21:04:50,0
140.46,Capital One,420000,Castilloberg,device_3,2025-05-03 03:41:40,0
10.88,Chase,410000,Port Georgefort,device_44,2025-03-06 03:13:01,0
232.84,Citibank,410000,Melissaport,device_29,2025-02-22 17:25:58,0
70.37,Chase,400000,Aaronburgh,device_38,2025-02-19 03:06:53,0
175.13,Bank of America,440000,New Walter,device_99,2025-03-22 11:17:49,0
38.57,Capital One,400000,New Christian,device_85,2025-02-23 16:54:05,0
225.88,Capital One,410000,Justinburgh,device_77,2025-01-30 13:35:46,0
49.3,Chase,410000,Hendrickstown,device_89,2025-04-04 15:05:46,0
1.09,Chase,430000,Kellychester,device_6,2025-02-15 16:03:18,0
235.79,Chase,430000,North Ashleymouth,device_79,2025-05-01 02:37:40,0
9.57,Citibank,410000,Crawfordbury,device_69,2025-03-15 02:40:08,0
38.47,Citibank,410000,Rhodesport,device_48,2025-03-28 09:42:42,0
299.7,Capital One,430000,New Michael,device_60,2025-05-21 15:56:29,0
300.79,Citibank,440000,East Jonathanberg,device_68,2025-03-07 13:00:15,0
85.2,Chase,410000,Mitchellfurt,device_78,2025-05-07 22:48:53,0
99.92,Wells Fargo,400000,West Sean,device_83,2025-03-14 18:30:07,0
59.5,Wells Fargo,440000,East Justinfurt,device_14,2025-02-27 05:42:29,0
34.7,Capital One,400000,Mariamouth,device_37,2025-03-28 15:57:30,0
39.85,Chase,420000,Hollowayport,device_58,2025-01-27 19:20:44,0
111.63,Chase,430000,Mosleyfurt,device_12,2025-03-01 21:41:58,0
139.58,Chase,430000,North Kristinfort,device_45,2025-01-03 11:50:18,0
156.82,Citibank,400000,Lake Margaretmouth,device_51,2025-04-18 16:34:02,0
155.88,Chase,430000,New Kathryn,device_11,2025-02-04 14:41:17,0
9.56,Bank of America,420000,Scottfurt,device_13,2025-04-23 04:19:34,0
68.2,Wells Fargo,410000,West Carriehaven,device_18,2025-04-23 21:36:11,1
5.93,Citibank,410000,Michaelamouth,device_98,2025-04-29 12:44:10,0
79.75,Citibank,440000,New Kelli,device_1,2025-03-25 21:07:37,0
58.26,Bank of America,420000,North Theresa,device_28,2025-04-11 10:47:48,0
218.66,Capital One,440000,Clarkport,device_68,2025-02-28 11:31:45,0
43.22,Wells Fargo,410000,Reginafurt,device_39,2025-03-20 08:20:38,0
12.45,Chase,430000,Port Richard,device_82,2025-03-08 20:45:43,0
15.43,Citibank,400000,East Blakestad,device_15,2025-03-31 01:26:42,0
143.34,Citibank,440000,Stephenview,device_69,2025-01-05 17:34:15,1
96.29,Chase,410000,Yorkmouth,device_38,2025-02-12 18:24:42,0
10.66,Capital One,420000,Brightmouth,device_31,2025-03-19 01:01:04,0
8.79,Chase,400000,Riveraberg,device_68,2025-02-13 21:47:42,0
120.72,Bank of America,440000,Richardberg,device_70,2025-05-04 04:05:43,0
7.55,Capital One,440000,Willisshire,device_3,2025-02-08 04:25:31,0
172.52,Citibank,400000,North Daniel,device_82,2025-04-09 00:27:31,0
122.5,Wells Fargo,420000,Strongland,device_96,2025-03-16 07:13:41,1
8.48,Wells Fargo,410000,Diazfurt,device_94,2025-04-05 12:35:06,0
8.87,Bank of America,440000,New Deborahton,device_95,2025-02-10 22:49:40,0
431.55,Chase,400000,Bradleyside,device_46,2025-05-18 20:02:37,0
46.88,Chase,430000,Annaville,device_90,2025-05-05 14:44:54,0
46.31,Chase,410000,Hawkinsville,device_9,2025-05-14 06:16:16,0
167.56,Citibank,400000,Port Jonathanton,device_38,2025-02-10 01:35:13,0
294.22,Chase,400000,Amyhaven,device_41,2025-05-18 18:09:10,0
426.88,Capital One,430000,East Stevenmouth,device_70,2025-01-02 12:53:29,0
139.99,Bank of America,410000,North Amandaton,device_37,2025-02-19 04:39:17,0
47.2,Bank of America,420000,Williamston,device_35,2025-04-30 14:24:17,0
8.72,Wells Fargo,430000,Johnsonborough,device_52,2025-05-17 10:27:19,0
150.12,Citibank,420000,Mallorybury,device_24,2025-03-02 07:20:14,0
81.74,Citibank,420000,East Haleyberg,device_67,2025-03-20 18:22:01,0
55.2,Bank of America,430000,East Lauraborough,device_11,2025-01-08 20:47:21,0
236.82,Chase,440000,Port Melissaport,device_38,2025-01-20 22:29:19,0
11.79,Bank of America,420000,Ashleyshire,device_85,2025-02-24 01:48:09,0
67.85,Citibank,440000,Janetton,device_92,2025-03-14 01:09:27,0
1.14,Citibank,420000,Annetteville,device_58,2025-05-03 04:31:11,1
63.24,Wells Fargo,440000,Julieborough,device_56,2025-03-18 20:08:15,0
5.8,Bank of America,400000,Hillmouth,device_86,2025-01-13 16:09:45,0
12.65,Wells Fargo,440000,Shawnaborough,device_96,2025-01-11 16:42:17,0
12.5,Bank of America,410000,Robertton,device_78,2025-04-03 08:58:43,0
104.76,Citibank,400000,West Brittany,device_17,2025-03-11 05:46:54,0
137.06,Wells Fargo,420000,South Spencerfort,device_50,2025-01-12 13:47:07,0
87.56,Bank of America,440000,Raymondfurt,device_20,2025-01-12 01:05:17,0
327.47,Wells Fargo,420000,New Susan,device_57,2025-03-15 16:24:01,0
46.98,Capital One,410000,New Kellymouth,device_68,2025-04-11 03:30:26,0
33.65,Wells Fargo,420000,Anthonyborough,device_32,2025-01-29 18:02:07,0
202.95,Bank of America,410000,South Lindaburgh,device_64,2025-03-18 13:55:18,0
25.31,Capital One,400000,Coleton,device_34,2025-03-07 06:46:29,0
330.29,Citibank,410000,Timothyport,device_79,2025-03-25 07:27:44,0
1.22,Citibank,410000,Kelleyton,device_16,2025-02-24 03:11:14,0
350.25,Bank of America,430000,South Linda,device_23,2025-02-19 10:04:28,0
4.41,Citibank,400000,Port Matthew,device_88,2025-03-11 06:48:47,0
221.77,Wells Fargo,420000,Melissashire,device_91,2025-03-10 07:14:16,0
75.01,Capital One,420000,Crosschester,device_39,2025-05-09 15:13:14,0
495.68,Chase,420000,Alexandershire,device_66,2025-04-28 15:02:03,0
7.67,Chase,410000,South Monicaview,device_31,2025-03-30 13:48:56,0
80.71,Bank of America,420000,Port Seanside,device_71,2025-04-03 05:07:40,0
348.36,Citibank,440000,Jonesside,device_17,2025-05-20 15:02:45,0
74.04,Bank of America,400000,West Juliaton,device_40,2025-01-12 18:42:12,0
99.26,Citibank,440000,New Rachelton,device_53,2025-03-26 16:05:57,0
118.99,Capital One,400000,New Angela,device_17,2025-01-14 09:22:12,0
60.61,Bank of America,430000,Smithchester,device_60,2025-03-09 03:27:26,0
98.77,Wells Fargo,410000,West Larryberg,device_100,2025-01-19 12:04:52,0
87.78,Capital One,410000,Singhberg,device_99,2025-03-01 21:42:48,0
231.42,Citibank,440000,West Alyssachester,device_8,2025-05-04 00:06:28,0
4.65,Capital One,410000,North Daniel,device_39,2025-03-04 08:29:35,0
32.98,Wells Fargo,410000,North Gregorymouth,device_45,2025-04-10 20:47:51,0
300.4,Capital One,420000,Kellytown,device_11,2025-01-12 07:44:54,0
220.97,Capital One,420000,Larryfurt,device_17,2025-02-12 05:47:59,0
60.82,Capital One,440000,Charleschester,device_12,2025-05-17 16:11:03,0
96.79,Chase,440000,North Jared,device_75,2025-05-20 14:18:46,0
32.49,Capital One,440000,Chambersview,device_44,2025-04-02 08:10:58,0
20.84,Capital One,400000,South Gabriellaland,device_4,2025-02-10 06:56:30,0
62.31,Capital One,420000,South Thomas,device_84,2025-03-22 04:34:56,0
43.6,Capital One,430000,Thomasville,device_80,2025-02-17 20:19:24,0
87.62,Citibank,440000,New Richard,device_38,2025-03-19 04:18:11,0
8.09,Wells Fargo,430000,Port Zoeville,device_32,2025-01-26 21:25:15,0
366.5,Citibank,420000,Brianborough,device_59,2025-04-25 09:41:04,0
428.39,Bank of America,410000,South Michaelport,device_57,2025-01-27 18:15:19,0
119.79,Citibank,410000,Port Nicoleshire,device_44,2025-01-10 07:15:17,0
76.81,Wells Fargo,420000,Derrickfurt,device_94,2025-02-06 21:16:25,0
37.04,Wells Fargo,430000,South Mariaview,device_17,2025-04-05 17:56:03,0
168.09,Capital One,440000,East Nicholasside,device_14,2025-05-14 12:01:44,0
115.43,Citibank,400000,Westton,device_35,2025-03-26 18:20:47,0
17.75,Chase,400000,Angelastad,device_7,2025-04-29 11:32:22,0
241.83,Citibank,440000,New Jimside,device_54,2025-05-20 23:45:13,0
172.9,Chase,420000,South Jacqueline,device_74,2025-03-21 19:48:07,0
299.17,Chase,410000,Barreraville,device_64,2025-05-21 19:57:42,0
129.36,Citibank,430000,Lake Sabrina,device_40,2025-01-21 18:44:51,0
95.04,Bank of America,430000,Port Sheila,device_65,2025-03-09 22:56:27,0
54.17,Chase,410000,West Christinechester,device_75,2025-04-14 11:57:59,0
269.9,Bank of America,420000,Port Sonia,device_64,2025-02-04 15:25:12,0
201.04,Citibank,420000,Anthonyburgh,device_1,2025-03-03 12:58:08,1
4.63,Wells Fargo,420000,Josefurt,device_98,2025-01-15 11:11:20,0
2.67,Bank of America,430000,West Nathanielton,device_7,2025-03-12 02:22:04,0
47.23,Chase,420000,Philipfurt,device_71,2025-04-15 12:56:35,0
166.36,Citibank,440000,Chapmanbury,device_58,2025-02-09 22:16:27,0
436.43,Wells Fargo,440000,Lake Samuel,device_88,2025-05-17 09:23:04,0
16.3,Chase,400000,East Scott,device_51,2025-02-11 11:24:30,0
90.17,Wells Fargo,440000,Lake James,device_47,2025-03-29 18:48:02,0
47.95,Chase,440000,North Willie,device_66,2025-01-09 06:11:16,0
350.37,Bank of America,400000,North Deantown,device_5,2025-02-01 12:32:46,0
184.59,Wells Fargo,430000,Logantown,device_67,2025-01-27 12:08:59,0
182.22,Capital One,440000,North Paulside,device_18,2025-01-28 12:09:55,0
63.24,Capital One,420000,Martinezborough,device_21,2025-01-30 05:30:39,0
53.58,Capital One,420000,Timothymouth,device_76,2025-03-29 23:59:01,0
31.94,Capital One,440000,North Bradleyburgh,device_63,2025-05-20 11:13:00,0
5.8,Wells Fargo,430000,Juliefurt,device_3,2025-03-26 17:33:21,0
200.04,Bank of America,430000,East Sarahbury,device_75,2025-01-15 17:06:39,0
167.61,Bank of America,440000,North Adamburgh,device_61,2025-04-14 10:47:39,0
817.24,Capital One,440000,South Johntown,device_30,2025-01-15 07:33:16,0
569.49,Capital One,430000,Kirbyfurt,device_22,2025-03-29 22:27:43,0
81.07,Capital One,430000,Jamesview,device_19,2025-04-28 03:18:05,0
146.53,Chase,400000,Hartmanmouth,device_74,2025-02-15 01:40:23,0
289.62,Bank of America,410000,North Andreaburgh,device_3,2025-03-24 15:58:57,0
189.48,Citibank,410000,West Williamborough,device_53,2025-02-26 22:04:11,0
28.42,Citibank,440000,New Charles,device_100,2025-03-18 07:44:10,0
59.88,Citibank,400000,Port Lauren,device_91,2025-02-28 18:42:48,0
13.83,Chase,440000,Nathanmouth,device_42,2025-05-10 10:24:13,0
308.02,Citibank,440000,Wendyfurt,device_49,2025-03-23 12:54:55,0
93.18,Chase,430000,Jasonmouth,device_69,2025-03-09 10:53:50,0
25.96,Wells Fargo,420000,Port Joseph,device_79,2025-02-16 03:09:11,0
111.38,Chase,420000,New James,device_72,2025-02-05 03:41:58,0
96.27,Wells Fargo,420000,Blankenshipside,device_91,2025-02-09 05:57:22,0
44.34,Citibank,420000,Justintown,device_62,2025-03-31 11:28:38,0
12.05,Wells Fargo,420000,East William,device_16,2025-05-16 14:22:31,0
111.34,Capital One,430000,East Richard,device_51,2025-01-05 09:39:14,0
73.46,Chase,420000,New Brittany,device_6,2025-02-10 19:28:36,0
147.98,Bank of America,420000,West Loretta,device_57,2025-03-20 15:18:54,0
73.43,Citibank,410000,Brownport,device_26,2025-05-02 11:27:46,0
191.18,Wells Fargo,440000,Smithtown,device_90,2025-01-04 00:28:26,0
80.28,Bank of America,440000,Dickersonfort,device_95,2025-03-19 21:35:05,0
82.31,Chase,400000,Lake Jonathan,device_86,2025-02-19 13:33:49,0
209.28,Chase,410000,Sarahville,device_7,2025-02-03 00:58:01,0
51.66,Wells Fargo,430000,North Tiffanybury,device_13,2025-04-02 11:21:27,0
14.39,Chase,400000,Port Vanessamouth,device_71,2025-01-10 13:27:35,0
2.92,Chase,430000,Robertsonbury,device_84,2025-01-26 10:27:57,0
140.71,Citibank,430000,South Sherry,device_84,2025-02-06 16:42:33,0
96.84,Wells Fargo,420000,Christophermouth,device_37,2025-03-05 11:54:35,0
121.77,Bank of America,440000,Port Cynthiahaven,device_30,2025-05-01 02:30:36,0
23.95,Bank of America,410000,Meyerfort,device_54,2025-04-27 13:58:21,0
14.66,Chase,400000,South Kellichester,device_51,2025-02-19 18:09:48,0
1.47,Chase,420000,Lake Barbarabury,device_5,2025-03-28 18:35:50,1
43.17,Bank of America,420000,Vanessaburgh,device_37,2025-03-11 10:16:35,0
89.14,Capital One,440000,Greenbury,device_64,2025-05-11 04:36:09,0
49.8,Chase,440000,Lisaton,device_60,2025-03-14 22:45:59,0
57.53,Bank of America,420000,North Paulborough,device_21,2025-01-30 02:29:16,0
234.51,Wells Fargo,410000,Port Scottmouth,device_2,2025-01-20 21:32:21,0
42.81,Wells Fargo,440000,Kathleenbury,device_87,2025-02-13 13:57:59,0
72.15,Chase,440000,Littleland,device_82,2025-05-15 15:43:43,0
153.09,Citibank,440000,Geoffreymouth,device_42,2025-04-30 15:58:19,0
50.51,Bank of America,410000,New Kenneth,device_18,2025-05-14 05:25:20,0
97.31,Chase,400000,West Francisco,device_34,2025-05-11 07:42:00,0
198.31,Citibank,420000,South Josephville,device_43,2025-02-17 03:12:21,0
298.62,Capital One,400000,Davidville,device_34,2025-01-28 00:44:55,0
15.91,Chase,400000,Anthonyborough,device_86,2025-05-17 21:33:26,0
261.17,Wells Fargo,410000,North Jeremyville,device_52,2025-04-02 19:05:15,0
67.75,Wells Fargo,400000,West Mary,device_82,2025-02-11 14:42:11,0
29.87,Wells Fargo,420000,New Robert,device_79,2025-03-09 05:21:08,0
61.46,Chase,430000,West Joyce,device_20,2025-04-12 00:14:34,0
391.37,Capital One,420000,New Josephshire,device_54,2025-01-14 03:15:24,0
67.85,Citibank,440000,South Rebeccaberg,device_86,2025-04-01 22:12:38,0
39.86,Chase,440000,Lake Zachary,device_11,2025-03-21 21:27:34,0
100.35,Capital One,420000,Turnershire,device_10,2025-03-14 20:51:29,0
27.46,Bank of America,400000,Port Benjamin,device_71,2025-04-03 22:03:29,0
7.89,Chase,440000,Hicksborough,device_69,2025-03-28 04:00:31,0
13.8,Wells Fargo,440000,Bradleyberg,device_57,2025-02-24 18:14:07,0
13.7,Chase,440000,West Shaneburgh,device_63,2025-02-14 03:13:50,0
16.48,Capital One,430000,Medinahaven,device_8,2025-01-24 10:24:39,0
14.95,Capital One,430000,South Douglas,device_59,2025-03-26 09:06:31,0
102.41,Capital One,430000,Martinside,device_87,2025-04-05 17:58:48,0
20.07,Bank of America,430000,Port Laura,device_33,2025-05-12 05:15:11,0
42.41,Chase,440000,Johnsonchester,device_1,2025-04-12 22:57:58,1
227.1,Capital One,400000,Meyerview,device_9,2025-03-02 04:13:07,0
64.24,Citibank,400000,North Ryan,device_37,2025-04-02 10:07:29,0
110.13,Chase,430000,Lake Kyle,device_48,2025-04-12 18:16:53,0
18.91,Citibank,430000,Jeanetteville,device_49,2025-03-08 20:06:06,0
21.36,Capital One,410000,North Timothy,device_84,2025-01-26 18:53:56,0
4.17,Bank of America,410000,Rebeccaland,device_69,2025-05-12 20:06:34,0
18.5,Chase,410000,Sullivanbury,device_1,2025-05-08 23:02:56,0
32.65,Wells Fargo,430000,North Mathew,device_87,2025-05-18 13:09:42,0
19.48,Citibank,440000,West Josephborough,device_49,2025-03-15 15:57:21,0
9.29,Chase,430000,Hallport,device_45,2025-02-06 03:17:06,0
12.86,Chase,400000,Warrenbury,device_5,2025-03-08 06:15:48,0
61.76,Citibank,440000,New Stevenland,device_99,2025-01-17 11:46:47,0
23.11,Bank of America,410000,Port Brianna,device_27,2025-02-17 05:02:18,0
45.3,Capital One,400000,Caitlintown,device_58,2025-01-02 23:26:13,0
70.0,Bank of America,410000,Gregorymouth,device_3,2025-04-23 07:27:13,1
117.25,Chase,400000,East Alexander,device_18,2025-05-07 07:48:08,0
4.01,Wells Fargo,410000,Jamesstad,device_94,2025-02-28 20:30:41,0
160.65,Capital One,440000,Lake Brian,device_99,2025-03-10 18:14:19,0
98.86,Wells Fargo,410000,South Heather,device_39,2025-04-12 13:56:53,0
8.53,Capital One,410000,East Deborahmouth,device_53,2025-01-28 13:41:34,0
206.81,Bank of America,440000,Helenmouth,device_76,2025-02-04 02:10:54,0
253.67,Chase,430000,Williamsberg,device_72,2025-04-08 06:50:48,0
6.3,Wells Fargo,430000,East Ashley,device_68,2025-03-06 15:05:17,0
32.42,Citibank,430000,Reginabury,device_20,2025-02-16 04:20:08,0
164.09,Chase,440000,Bergerton,device_61,2025-04-12 20:28:50,0
137.94,Chase,420000,South Tracyland,device_91,2025-02-02 09:41:13,0
20.4,Citibank,400000,West Dylan,device_72,2025-03-08 03:00:21,0
23.49,Citibank,440000,Simpsonborough,device_68,2025-02-05 01:53:46,0
46.28,Chase,420000,Lake Phillip,device_27,2025-04-09 14:08:51,0
66.27,Bank of America,430000,New Julieshire,device_48,2025-02-12 23:41:52,0
96.3,Chase,400000,Lake Mitchell,device_35,2025-04-05 14:15:20,0
46.03,Capital One,440000,Georgehaven,device_6,2025-04-14 04:45:07,0
62.09,Chase,440000,North Kimberlyside,device_93,2025-01-23 10:38:05,0
137.62,Chase,430000,Lake Evelyn,device_27,2025-02-17 13:48:44,0
3.74,Wells Fargo,420000,Brianberg,device_2,2025-01-09 13:03:36,0
29.09,Chase,400000,North Anthonystad,device_96,2025-02-22 13:06:01,0
124.95,Citibank,410000,Charlotteside,device_90,2025-03-09 19:22:38,0
225.58,Chase,430000,Derekton,device_31,2025-03-31 11:26:55,0
71.68,Wells Fargo,430000,Williamsville,device_60,2025-02-09 12:20:53,0
75.95,Wells Fargo,420000,Lake Trevorport,device_34,2025-03-30 11:08:54,0
11.34,Citibank,430000,Carrside,device_13,2025-05-13 11:50:21,0
59.31,Citibank,420000,Lake Danielle,device_27,2025-01-22 21:38:20,0
76.06,Citibank,400000,Lake Michelle,device_73,2025-03-29 17:41:46,0
27.77,Chase,400000,East Brandonland,device_34,2025-04-04 07:49:21,0
31.37,Capital One,440000,Port Kellymouth,device_93,2025-01-12 06:38:54,0
47.37,Chase,410000,Reynoldsside,device_43,2025-05-11 03:18:37,0
2.03,Capital One,410000,Patelview,device_64,2025-01-06 09:52:33,0
38.87,Wells Fargo,420000,North Coryberg,device_98,2025-05-05 01:39:36,0
23.76,Citibank,430000,Port Carlabury,device_22,2025-05-18 02:14:23,0
39.67,Wells Fargo,410000,Jamesmouth,device_18,2025-05-02 08:53:51,0
12.76,Citibank,410000,Samuelchester,device_70,2025-02-18 08:54:33,0
221.21,Bank of America,440000,Lake Jameston,device_5,2025-02-07 22:09:12,0
90.04,Bank of America,400000,Lake Bryan,device_3,2025-03-08 20:49:09,1
113.66,Chase,400000,South Kyleborough,device_91,2025-03-29 04:36:41,0
155.67,Chase,440000,Lyonsmouth,device_59,2025-04-08 13:22:00,0
69.0,Capital One,440000,Bishoptown,device_62,2025-01-23 08:28:53,0
9.09,Bank of America,400000,Port Joshua,device_69,2025-04-12 14:35:08,0
77.03,Bank of America,400000,South Stephen,device_68,2025-02-12 08:25:28,0
